user_id,recency,frequency,user_segment
1011172,1,3,高价值用户
1011173,1,4,高价值用户
101118,1,0,一般用户
1011181,1,6,高价值用户
1011190,1,0,一般用户
1011202,1,1,一般用户
1011207,1,4,高价值用户
1011209,1,0,一般用户
1011211,1,0,一般用户
1011213,1,0,一般用户
1011214,1,1,一般用户
1011217,1,3,高价值用户
1011219,1,4,高价值用户
1011222,1,1,一般用户
1011227,1,3,高价值用户
1011235,1,3,高价值用户
1011248,1,4,高价值用户
101125,1,0,一般用户
1011254,1,3,高价值用户
1011258,1,1,一般用户
1011259,1,0,一般用户
1011266,1,2,高价值用户
1011272,1,3,高价值用户
1011277,1,0,一般用户
1011290,1,1,一般用户
1011293,1,1,一般用户
1011310,1,0,一般用户
1011322,1,3,高价值用户
1011326,1,3,高价值用户
1011332,1,2,高价值用户
1011340,1,1,一般用户
1011347,1,0,一般用户
1011361,1,2,高价值用户
1011365,1,3,高价值用户
1011377,1,0,一般用户
1011387,1,2,高价值用户
1011388,1,1,一般用户
1011390,1,15,高价值用户
1011391,1,3,高价值用户
1011397,1,1,一般用户
10114,1,3,高价值用户
1011400,1,2,高价值用户
1011402,1,3,高价值用户
1011409,1,3,高价值用户
1011415,1,1,一般用户
1011419,1,2,高价值用户
1011420,1,2,高价值用户
1011422,1,0,一般用户
1011431,1,1,一般用户
1011439,1,0,一般用户
101144,1,1,一般用户
1011444,1,0,一般用户
1011459,1,0,一般用户
1011470,1,5,高价值用户
1011487,1,3,高价值用户
101149,1,0,一般用户
1011490,1,1,一般用户
1011499,1,4,高价值用户
101150,1,1,一般用户
1011514,1,0,一般用户
1011521,1,6,高价值用户
1011523,1,0,一般用户
1011527,1,3,高价值用户
1011529,1,1,一般用户
1011530,1,0,一般用户
1011532,1,0,一般用户
1011543,1,0,一般用户
1011555,1,0,一般用户
1011565,1,3,高价值用户
1011567,1,3,高价值用户
101157,1,1,一般用户
1011574,1,1,一般用户
1011581,1,7,高价值用户
1011591,1,4,高价值用户
1011599,1,0,一般用户
10116,1,0,一般用户
1011624,1,1,一般用户
1011631,1,2,高价值用户
1011633,1,1,一般用户
101164,1,0,一般用户
1011647,1,2,高价值用户
1011648,1,1,一般用户
101165,1,2,高价值用户
1011651,1,3,高价值用户
1011652,1,12,高价值用户
1011655,1,11,高价值用户
1011656,1,1,一般用户
1011669,1,1,一般用户
1011676,1,1,一般用户
1011681,1,1,一般用户
1011685,1,1,一般用户
1011686,1,0,一般用户
1011692,1,0,一般用户
1011695,1,0,一般用户
1011696,1,0,一般用户
1011697,1,2,高价值用户
1011698,1,1,一般用户
1011699,1,3,高价值用户
1011703,1,1,一般用户
1011704,1,4,高价值用户
1011705,1,4,高价值用户
1011709,1,7,高价值用户
1011717,1,0,一般用户
1011725,1,4,高价值用户
1011729,1,4,高价值用户
1011730,1,1,一般用户
1011735,2,0,一般用户
1011745,1,4,高价值用户
1011749,1,2,高价值用户
1011752,1,2,高价值用户
1011758,1,1,一般用户
1011760,1,2,高价值用户
1011763,1,0,一般用户
1011773,1,1,一般用户
1011782,1,0,一般用户
1011789,1,2,高价值用户
1011793,1,7,高价值用户
1011799,1,5,高价值用户
1011802,1,2,高价值用户
1011816,1,2,高价值用户
101182,1,3,高价值用户
1011824,1,0,一般用户
1011826,1,1,一般用户
1011827,1,0,一般用户
1011828,1,1,一般用户
1011839,1,2,高价值用户
101184,1,0,一般用户
1011841,1,1,一般用户
1011846,1,0,一般用户
1011847,1,0,一般用户
1011862,1,0,一般用户
1011864,1,0,一般用户
1011867,1,3,高价值用户
1011868,1,1,一般用户
1011872,1,11,高价值用户
101188,1,8,高价值用户
1011880,1,3,高价值用户
1011886,1,2,高价值用户
101189,1,2,高价值用户
1011891,1,1,一般用户
1011892,1,1,一般用户
1011893,1,0,一般用户
101190,1,2,高价值用户
1011910,1,0,一般用户
1011911,1,1,一般用户
1011915,1,0,一般用户
1011919,1,2,高价值用户
1011921,1,1,一般用户
1011923,1,1,一般用户
1011937,1,5,高价值用户
1011938,1,0,一般用户
1011939,2,0,一般用户
1011942,1,0,一般用户
1011943,1,6,高价值用户
1011960,1,5,高价值用户
1011961,1,3,高价值用户
1011967,1,0,一般用户
1011969,1,0,一般用户
1011981,1,1,一般用户
1011986,1,5,高价值用户
1011988,1,0,一般用户
1011992,1,3,高价值用户
1011996,1,6,高价值用户
1012000,1,4,高价值用户
1012002,1,9,高价值用户
1012003,1,0,一般用户
1012012,1,1,一般用户
1012013,1,0,一般用户
1012017,1,2,高价值用户
1012022,1,6,高价值用户
1012028,1,1,一般用户
1012031,1,2,高价值用户
1012033,1,1,一般用户
101204,1,2,高价值用户
1012040,1,4,高价值用户
1012048,1,3,高价值用户
101205,1,0,一般用户
1012050,1,1,一般用户
1012054,1,0,一般用户
1012057,1,0,一般用户
1012060,1,2,高价值用户
1012062,1,2,高价值用户
1012063,1,0,一般用户
1012070,1,2,高价值用户
1012075,1,5,高价值用户
1012081,1,0,一般用户
1012082,1,1,一般用户
1012086,1,2,高价值用户
1012093,1,4,高价值用户
1012095,1,0,一般用户
10121,1,0,一般用户
101210,1,1,一般用户
1012102,1,4,高价值用户
1012104,1,2,高价值用户
1012105,1,9,高价值用户
1012110,1,4,高价值用户
1012116,1,1,一般用户
101212,1,9,高价值用户
1012122,1,0,一般用户
1012125,1,2,高价值用户
1012127,1,0,一般用户
1012133,1,1,一般用户
1012148,1,17,高价值用户
1012155,1,1,一般用户
1012164,1,1,一般用户
1012169,1,0,一般用户
101217,2,1,一般用户
1012177,1,0,一般用户
1012179,1,0,一般用户
1012191,1,3,高价值用户
1012198,1,1,一般用户
1012203,1,0,一般用户
1012208,1,1,一般用户
1012210,1,0,一般用户
1012222,1,1,一般用户
1012232,1,7,高价值用户
1012237,1,1,一般用户
1012242,1,0,一般用户
1012252,1,2,高价值用户
1012257,1,2,高价值用户
1012275,1,8,高价值用户
1012277,1,4,高价值用户
1012284,1,3,高价值用户
1012287,1,2,高价值用户
1012290,1,4,高价值用户
1012293,1,4,高价值用户
1012296,1,2,高价值用户
1012298,1,4,高价值用户
1012299,1,1,一般用户
101230,1,2,高价值用户
101231,1,2,高价值用户
1012313,1,1,一般用户
1012321,1,0,一般用户
1012326,1,0,一般用户
101233,1,0,一般用户
1012333,1,4,高价值用户
1012337,1,0,一般用户
1012338,1,6,高价值用户
1012343,1,0,一般用户
1012344,1,2,高价值用户
1012352,1,1,一般用户
1012358,1,7,高价值用户
1012359,1,0,一般用户
1012373,1,6,高价值用户
1012380,1,2,高价值用户
101239,1,4,高价值用户
1012395,1,7,高价值用户
1012403,1,1,一般用户
1012411,2,4,高价值用户
1012415,1,4,高价值用户
1012420,1,3,高价值用户
1012426,1,7,高价值用户
1012428,1,0,一般用户
1012432,1,0,一般用户
1012440,1,0,一般用户
1012445,1,1,一般用户
101245,1,3,高价值用户
1012459,1,3,高价值用户
1012467,1,1,一般用户
101249,1,8,高价值用户
1012468,1,0,一般用户
1012469,1,4,高价值用户
1012472,1,1,一般用户
1012474,1,1,一般用户
1012478,1,1,一般用户
1012489,1,1,一般用户
1012498,1,3,高价值用户
1012500,1,0,一般用户
1012501,1,4,高价值用户
1012512,1,1,一般用户
1012516,1,2,高价值用户
101252,1,0,一般用户
1012524,1,2,高价值用户
1012525,1,10,高价值用户
1012528,1,1,一般用户
1012529,1,0,一般用户
1012534,2,4,高价值用户
1012535,1,2,高价值用户
1012536,1,2,高价值用户
1012541,1,1,一般用户
1012550,1,2,高价值用户
1012553,1,1,一般用户
1012569,1,0,一般用户
1012572,1,0,一般用户
1012578,1,1,一般用户
1012579,1,2,高价值用户
1012588,1,0,一般用户
1012591,1,0,一般用户
1012597,2,1,一般用户
101260,1,2,高价值用户
1012602,1,0,一般用户
1012611,1,2,高价值用户
1012621,1,1,一般用户
1012624,1,0,一般用户
1012625,1,0,一般用户
1012626,1,1,一般用户
1012629,1,0,一般用户
1012631,1,0,一般用户
1012632,1,0,一般用户
1012637,1,0,一般用户
1012638,1,3,高价值用户
1012639,1,2,高价值用户
1012645,1,5,高价值用户
1012647,1,1,一般用户
1012651,1,2,高价值用户
1012661,1,6,高价值用户
1012664,1,3,高价值用户
1012665,1,1,一般用户
1012667,1,3,高价值用户
1012668,1,0,一般用户
1012670,1,3,高价值用户
1012673,1,1,一般用户
1012676,1,0,一般用户
1012677,1,2,高价值用户
1012682,1,8,高价值用户
101269,1,1,一般用户
1012693,1,3,高价值用户
1012694,1,0,一般用户
1012727,1,1,一般用户
101273,1,0,一般用户
1012731,1,2,高价值用户
1012734,1,0,一般用户
1012736,1,3,高价值用户
1012737,1,1,一般用户
1012741,1,5,高价值用户
1012743,1,1,一般用户
1012744,1,0,一般用户
1012745,1,4,高价值用户
1012761,1,0,一般用户
1012767,1,0,一般用户
1012774,1,2,高价值用户
1012778,2,0,一般用户
1012784,1,2,高价值用户
1012793,1,3,高价值用户
1012795,1,3,高价值用户
10128,1,1,一般用户
1012802,1,0,一般用户
1012804,1,3,高价值用户
1012806,1,6,高价值用户
1012807,1,0,一般用户
1012808,1,2,高价值用户
1012819,1,2,高价值用户
1012822,1,0,一般用户
1012826,1,2,高价值用户
1012830,1,2,高价值用户
1012838,1,0,一般用户
1012841,1,5,高价值用户
1012849,1,1,一般用户
1012851,1,6,高价值用户
1012867,1,0,一般用户
1012881,1,6,高价值用户
1012883,1,1,一般用户
1012888,1,0,一般用户
1012894,1,1,一般用户
1012895,1,5,高价值用户
1012896,1,1,一般用户
1012904,1,2,高价值用户
1012911,1,1,一般用户
1012912,1,0,一般用户
1012915,1,1,一般用户
1012919,1,2,高价值用户
1012925,1,3,高价值用户
1012927,1,2,高价值用户
1012931,1,0,一般用户
1012940,1,0,一般用户
1012943,1,0,一般用户
1012944,1,0,一般用户
1012945,1,3,高价值用户
1012947,1,1,一般用户
1012950,1,2,高价值用户
101296,1,1,一般用户
1012964,1,0,一般用户
1012967,1,2,高价值用户
1012970,1,0,一般用户
1012971,1,0,一般用户
1012973,1,0,一般用户
1012985,1,2,高价值用户
1012989,1,2,高价值用户
101299,1,0,一般用户
1012994,1,0,一般用户
1012997,1,0,一般用户
101300,1,2,高价值用户
1013004,1,5,高价值用户
1013005,1,0,一般用户
1013006,1,0,一般用户
1013013,1,16,高价值用户
1013015,1,2,高价值用户
1013017,1,0,一般用户
1013019,1,0,一般用户
1013021,1,1,一般用户
1013023,1,3,高价值用户
1013026,1,1,一般用户
1013027,1,2,高价值用户
101303,1,4,高价值用户
1013030,1,2,高价值用户
1013033,1,1,一般用户
101305,1,6,高价值用户
1013057,1,0,一般用户
101306,1,4,高价值用户
1013063,1,2,高价值用户
1013066,1,0,一般用户
1013082,1,0,一般用户
1013085,1,0,一般用户
1013086,1,5,高价值用户
1013088,1,1,一般用户
1013089,2,4,高价值用户
1013097,1,1,一般用户
101310,1,0,一般用户
1013106,1,0,一般用户
1013109,1,0,一般用户
1013118,1,4,高价值用户
101312,1,4,高价值用户
1013120,1,0,一般用户
1013124,1,1,一般用户
101313,1,1,一般用户
1013131,1,2,高价值用户
1013133,1,3,高价值用户
1013136,1,2,高价值用户
1013150,1,1,一般用户
1013160,1,1,一般用户
1013162,1,1,一般用户
1013169,1,3,高价值用户
1013171,1,1,一般用户
1013176,1,0,一般用户
1013179,1,0,一般用户
1013180,1,1,一般用户
1013183,1,1,一般用户
101319,1,1,一般用户
1013194,1,1,一般用户
101320,1,1,一般用户
1013202,1,7,高价值用户
1013209,1,7,高价值用户
101321,1,1,一般用户
1013224,1,0,一般用户
1013232,1,2,高价值用户
1013238,1,2,高价值用户
1013240,1,2,高价值用户
1013249,1,0,一般用户
1013254,1,1,一般用户
101326,1,1,一般用户
1013260,1,0,一般用户
1013264,1,0,一般用户
1013265,1,3,高价值用户
1013273,1,0,一般用户
1013276,1,1,一般用户
1013277,1,1,一般用户
1013278,1,0,一般用户
1013279,1,0,一般用户
1013291,1,3,高价值用户
1013301,1,0,一般用户
1013305,1,2,高价值用户
1013309,1,0,一般用户
1013310,1,0,一般用户
1013311,1,3,高价值用户
1013313,1,1,一般用户
1013317,1,4,高价值用户
1013323,1,2,高价值用户
1013336,1,3,高价值用户
1013338,1,7,高价值用户
1013343,1,4,高价值用户
101335,1,2,高价值用户
1013351,1,0,一般用户
1013355,1,1,一般用户
1013359,1,3,高价值用户
1013362,1,1,一般用户
1013363,1,0,一般用户
1013364,1,4,高价值用户
1013365,1,2,高价值用户
1013366,1,1,一般用户
1013370,1,2,高价值用户
1013374,1,0,一般用户
1013376,1,2,高价值用户
1013379,1,0,一般用户
1013381,1,17,高价值用户
101339,1,2,高价值用户
1013396,1,2,高价值用户
101340,1,1,一般用户
1013423,1,1,一般用户
101343,1,2,高价值用户
1013445,1,2,高价值用户
101345,1,1,一般用户
1013456,1,1,一般用户
1013459,1,0,一般用户
1013468,1,0,一般用户
1013470,1,0,一般用户
1013473,1,0,一般用户
1013476,1,0,一般用户
1013481,1,0,一般用户
1013485,1,0,一般用户
1013488,1,0,一般用户
1013492,1,2,高价值用户
1013494,1,2,高价值用户
1013497,1,3,高价值用户
10135,1,1,一般用户
1013501,1,1,一般用户
1013504,1,0,一般用户
1013511,1,1,一般用户
101352,1,1,一般用户
1013520,1,0,一般用户
1013525,1,5,高价值用户
1013526,1,2,高价值用户
1013531,1,3,高价值用户
1013537,1,0,一般用户
1013559,1,1,一般用户
1013563,1,2,高价值用户
1013564,1,0,一般用户
101357,1,0,一般用户
1013574,1,2,高价值用户
1013577,1,0,一般用户
1013579,1,2,高价值用户
1013581,1,2,高价值用户
1013582,1,2,高价值用户
1013585,1,2,高价值用户
1013586,1,7,高价值用户
1013593,1,5,高价值用户
1013598,1,0,一般用户
10136,1,0,一般用户
1013600,1,2,高价值用户
1013606,1,2,高价值用户
1013611,1,1,一般用户
1013615,1,1,一般用户
1013619,1,1,一般用户
1013623,1,0,一般用户
1013630,1,0,一般用户
1013635,1,1,一般用户
1013649,1,1,一般用户
1013652,1,2,高价值用户
1013655,1,2,高价值用户
1013667,1,0,一般用户
1013677,1,0,一般用户
1013678,1,2,高价值用户
1013682,1,0,一般用户
1013687,1,2,高价值用户
1013690,1,4,高价值用户
1013691,1,3,高价值用户
1013697,1,4,高价值用户
1013702,1,2,高价值用户
1013706,1,3,高价值用户
1013708,1,0,一般用户
1013709,1,5,高价值用户
1013711,1,2,高价值用户
1013712,1,1,一般用户
1013724,1,0,一般用户
1013728,1,6,高价值用户
1013742,1,3,高价值用户
1013747,1,8,高价值用户
1013754,1,1,一般用户
1013763,1,0,一般用户
1013765,1,4,高价值用户
1013773,1,1,一般用户
1013774,1,1,一般用户
1013775,1,2,高价值用户
1013784,1,0,一般用户
1013785,1,2,高价值用户
1013787,1,3,高价值用户
1013795,1,0,一般用户
1013801,1,0,一般用户
1013802,1,0,一般用户
101381,1,14,高价值用户
1013822,1,2,高价值用户
1013829,1,2,高价值用户
1013830,1,3,高价值用户
1013835,1,1,一般用户
1013837,1,0,一般用户
1013844,1,1,一般用户
1013847,1,5,高价值用户
1013863,1,0,一般用户
1013875,1,2,高价值用户
1013876,1,0,一般用户
1013877,1,1,一般用户
1013888,1,0,一般用户
1013889,1,14,高价值用户
1013893,1,3,高价值用户
1013894,1,0,一般用户
1013898,1,1,一般用户
10139,1,1,一般用户
1013904,1,0,一般用户
1013907,1,1,一般用户
1013908,1,0,一般用户
101391,1,2,高价值用户
1013911,1,3,高价值用户
1013917,1,0,一般用户
101392,1,3,高价值用户
1013920,1,1,一般用户
1013929,1,5,高价值用户
101393,1,1,一般用户
1013933,1,6,高价值用户
1013934,1,1,一般用户
1013938,1,1,一般用户
101394,1,3,高价值用户
1013942,1,2,高价值用户
1013943,1,8,高价值用户
1013955,1,1,一般用户
1013960,1,0,一般用户
1013961,1,3,高价值用户
1013967,1,2,高价值用户
1013980,1,3,高价值用户
1013991,1,1,一般用户
1014008,1,0,一般用户
101402,1,1,一般用户
1014022,1,6,高价值用户
1014025,1,1,一般用户
1014032,1,2,高价值用户
1014034,1,1,一般用户
1014035,1,6,高价值用户
1014043,1,1,一般用户
1014045,1,3,高价值用户
1014046,1,2,高价值用户
1014048,1,5,高价值用户
1014052,2,0,一般用户
1014055,1,5,高价值用户
1014059,1,3,高价值用户
1014064,1,3,高价值用户
1014069,1,1,一般用户
1014072,1,4,高价值用户
1014088,1,1,一般用户
1014094,1,0,一般用户
1014096,1,1,一般用户
1014106,1,0,一般用户
1014108,1,3,高价值用户
1014109,1,0,一般用户
1014111,1,0,一般用户
1014113,1,0,一般用户
1014114,1,2,高价值用户
101412,1,0,一般用户
101413,1,1,一般用户
1014150,1,2,高价值用户
1014152,1,2,高价值用户
1014153,1,1,一般用户
1014154,1,6,高价值用户
1014156,1,2,高价值用户
1014158,1,0,一般用户
1014166,1,4,高价值用户
101417,1,3,高价值用户
1014171,1,1,一般用户
1014176,1,1,一般用户
101418,1,1,一般用户
1014180,1,2,高价值用户
1014192,1,2,高价值用户
1014197,1,4,高价值用户
1014199,1,1,一般用户
101420,1,6,高价值用户
1014203,1,0,一般用户
1014207,1,2,高价值用户
1014215,1,1,一般用户
1014219,1,0,一般用户
101422,1,2,高价值用户
1014229,1,0,一般用户
1014237,1,4,高价值用户
1014243,1,1,一般用户
1014244,1,0,一般用户
1014245,1,3,高价值用户
1014248,1,5,高价值用户
1014252,1,0,一般用户
1014264,1,0,一般用户
1014265,1,6,高价值用户
1014275,1,2,高价值用户
1014279,1,2,高价值用户
1014281,1,7,高价值用户
1014283,1,0,一般用户
1014286,1,3,高价值用户
1014287,1,0,一般用户
1014289,1,0,一般用户
1014290,1,1,一般用户
1014291,1,3,高价值用户
1014302,1,0,一般用户
1014303,1,1,一般用户
1014305,1,0,一般用户
1014309,1,4,高价值用户
101431,1,1,一般用户
1014311,1,0,一般用户
1014313,1,3,高价值用户
1014314,1,0,一般用户
1014321,1,5,高价值用户
1014326,1,1,一般用户
1014328,1,0,一般用户
101433,1,2,高价值用户
1014332,1,1,一般用户
101434,1,1,一般用户
1014341,1,5,高价值用户
1014344,1,2,高价值用户
1014350,1,1,一般用户
1014352,1,2,高价值用户
1014357,1,2,高价值用户
1014358,1,3,高价值用户
1014362,1,1,一般用户
1014366,2,1,一般用户
1014384,1,0,一般用户
1014391,1,1,一般用户
1014396,1,0,一般用户
1014411,1,0,一般用户
1014418,1,13,高价值用户
1014427,1,6,高价值用户
101443,1,0,一般用户
1014431,1,3,高价值用户
1014434,1,1,一般用户
1014436,1,3,高价值用户
1014446,1,6,高价值用户
1014449,1,2,高价值用户
1014453,1,0,一般用户
1014458,1,2,高价值用户
1014460,1,1,一般用户
1014467,1,2,高价值用户
1014472,1,1,一般用户
1014475,1,4,高价值用户
1014477,1,4,高价值用户
1014478,1,0,一般用户
101448,1,1,一般用户
1014480,1,0,一般用户
1014508,1,1,一般用户
1014510,1,0,一般用户
1014517,1,1,一般用户
1014519,1,2,高价值用户
1014521,1,0,一般用户
1014522,1,0,一般用户
1014525,1,0,一般用户
1014530,1,0,一般用户
1014533,1,0,一般用户
1014544,1,7,高价值用户
1014547,1,0,一般用户
1014549,1,0,一般用户
1014550,1,7,高价值用户
1014557,1,6,高价值用户
1014561,1,0,一般用户
101457,1,2,高价值用户
1014570,1,1,一般用户
1014577,1,5,高价值用户
101459,1,0,一般用户
1014594,1,0,一般用户
1014597,1,2,高价值用户
10146,1,2,高价值用户
1014605,1,3,高价值用户
1014609,1,1,一般用户
1014610,1,25,高价值用户
1014611,1,0,一般用户
1014614,1,1,一般用户
1014617,1,1,一般用户
1014626,1,1,一般用户
1014628,1,0,一般用户
1014629,1,2,高价值用户
1014633,1,3,高价值用户
1014637,1,3,高价值用户
1014642,1,2,高价值用户
1014647,1,2,高价值用户
1014652,1,4,高价值用户
1014654,1,0,一般用户
1014666,1,0,一般用户
1014667,1,1,一般用户
1014679,1,2,高价值用户
1014688,1,1,一般用户
1014694,1,6,高价值用户
1014695,1,2,高价值用户
1014696,1,2,高价值用户
1014704,1,2,高价值用户
1014708,1,2,高价值用户
1014715,1,3,高价值用户
1014716,1,7,高价值用户
1014717,1,0,一般用户
1014721,1,0,一般用户
101473,1,3,高价值用户
1014730,1,0,一般用户
1014732,1,6,高价值用户
1014736,1,3,高价值用户
101474,1,2,高价值用户
1014742,1,1,一般用户
1014755,1,1,一般用户
1014758,1,2,高价值用户
1014773,1,0,一般用户
1014778,1,2,高价值用户
1014782,1,3,高价值用户
1014786,1,1,一般用户
1014789,1,6,高价值用户
1014799,1,0,一般用户
1014800,1,0,一般用户
1014805,1,1,一般用户
101481,1,0,一般用户
1014817,1,3,高价值用户
1014838,1,2,高价值用户
1014840,2,4,高价值用户
1014841,1,0,一般用户
1014846,1,4,高价值用户
1014858,1,2,高价值用户
1014859,1,0,一般用户
1014870,1,1,一般用户
1014878,1,0,一般用户
1014880,1,3,高价值用户
1014885,1,0,一般用户
1014889,1,0,一般用户
101489,1,1,一般用户
1014890,1,0,一般用户
1014896,1,2,高价值用户
1014904,1,0,一般用户
1014907,1,8,高价值用户
1014909,1,2,高价值用户
1014912,1,2,高价值用户
1014917,1,6,高价值用户
1014919,1,0,一般用户
1014920,1,0,一般用户
1014932,1,1,一般用户
1014933,1,1,一般用户
1014935,1,3,高价值用户
1014939,1,3,高价值用户
1014950,1,0,一般用户
1014955,1,1,一般用户
1014959,1,4,高价值用户
1014960,1,0,一般用户
1014977,1,1,一般用户
1014979,1,0,一般用户
1014988,1,1,一般用户
1014989,1,3,高价值用户
1014999,1,0,一般用户
10150,1,1,一般用户
101500,1,0,一般用户
1015007,1,2,高价值用户
1015014,1,1,一般用户
101502,1,2,高价值用户
1015027,1,2,高价值用户
1015031,1,2,高价值用户
1015032,1,1,一般用户
1015045,1,2,高价值用户
1015046,1,0,一般用户
1015047,1,2,高价值用户
1015055,1,5,高价值用户
1015060,1,3,高价值用户
1015065,2,5,高价值用户
101507,1,0,一般用户
1015075,1,2,高价值用户
1015076,1,1,一般用户
1015077,1,4,高价值用户
1015078,1,0,一般用户
1015090,1,2,高价值用户
1015091,1,0,一般用户
1015093,1,0,一般用户
1015099,1,8,高价值用户
1015103,1,2,高价值用户
1015107,1,0,一般用户
1015112,1,4,高价值用户
1015115,1,2,高价值用户
1015117,1,3,高价值用户
1015126,1,1,一般用户
1015130,1,4,高价值用户
1015135,1,0,一般用户
101514,1,0,一般用户
1015143,1,1,一般用户
101515,1,4,高价值用户
101516,1,1,一般用户
1015164,1,0,一般用户
101517,1,0,一般用户
1015171,1,1,一般用户
101518,1,0,一般用户
1015181,1,1,一般用户
1015184,1,1,一般用户
1015186,1,3,高价值用户
1015193,1,3,高价值用户
101520,1,0,一般用户
1015215,1,0,一般用户
1015219,1,11,高价值用户
1015228,1,3,高价值用户
1015229,1,4,高价值用户
1015230,1,0,一般用户
1015234,1,3,高价值用户
1015237,1,3,高价值用户
1015250,1,6,高价值用户
1015253,1,3,高价值用户
1015255,1,21,高价值用户
101526,1,11,高价值用户
1015262,1,0,一般用户
1015263,1,0,一般用户
101527,1,3,高价值用户
1015272,1,2,高价值用户
1015273,1,0,一般用户
1015278,1,7,高价值用户
1015279,1,5,高价值用户
101528,1,5,高价值用户
1015280,1,1,一般用户
1015283,1,2,高价值用户
1015299,1,1,一般用户
1015305,1,5,高价值用户
1015328,1,4,高价值用户
1015330,1,8,高价值用户
1015342,1,5,高价值用户
1015344,1,1,一般用户
1015357,1,2,高价值用户
1015360,1,3,高价值用户
1015367,1,0,一般用户
1015371,1,0,一般用户
1015375,1,1,一般用户
1015386,1,4,高价值用户
1015387,1,0,一般用户
1015394,1,2,高价值用户
1015395,1,0,一般用户
1015397,1,0,一般用户
1015399,1,1,一般用户
10154,1,1,一般用户
1015403,1,2,高价值用户
1015408,1,2,高价值用户
1015421,1,7,高价值用户
1015430,1,2,高价值用户
1015449,1,1,一般用户
1015454,1,9,高价值用户
1015458,1,2,高价值用户
1015460,1,3,高价值用户
1015469,1,3,高价值用户
101547,1,0,一般用户
1015471,1,6,高价值用户
1015472,1,2,高价值用户
1015496,1,0,一般用户
1015502,1,1,一般用户
101552,1,0,一般用户
1015531,1,1,一般用户
1015539,1,2,高价值用户
1015543,1,0,一般用户
1015544,1,0,一般用户
1015545,1,10,高价值用户
1015548,1,4,高价值用户
1015551,1,3,高价值用户
1015554,1,3,高价值用户
101556,1,3,高价值用户
1015568,1,2,高价值用户
1015571,1,1,一般用户
1015572,1,8,高价值用户
1015573,1,3,高价值用户
1015574,1,2,高价值用户
1015578,1,4,高价值用户
1015580,1,0,一般用户
1015582,1,2,高价值用户
1015588,1,1,一般用户
1015591,1,8,高价值用户
1015592,1,2,高价值用户
1015594,1,0,一般用户
10156,1,1,一般用户
1015600,1,2,高价值用户
1015601,1,0,一般用户
1015602,1,2,高价值用户
1015607,1,0,一般用户
1015611,1,0,一般用户
1015615,1,0,一般用户
1015621,1,2,高价值用户
1015626,1,0,一般用户
1015628,1,1,一般用户
1015631,1,0,一般用户
1015645,1,3,高价值用户
1015651,1,0,一般用户
1015656,1,3,高价值用户
1015659,1,1,一般用户
101566,1,0,一般用户
101567,1,0,一般用户
1015673,1,12,高价值用户
1015678,1,9,高价值用户
101568,1,0,一般用户
1015684,1,0,一般用户
1015693,1,2,高价值用户
1015694,1,0,一般用户
1015695,1,1,一般用户
1015697,1,0,一般用户
1015701,1,0,一般用户
1015702,1,3,高价值用户
1015705,1,0,一般用户
1015706,1,3,高价值用户
1015718,1,4,高价值用户
1015719,1,2,高价值用户
101572,1,0,一般用户
1015720,1,1,一般用户
1015736,1,0,一般用户
1015740,1,1,一般用户
1015742,1,3,高价值用户
1015745,1,2,高价值用户
1015748,1,0,一般用户
101575,1,1,一般用户
1015754,1,21,高价值用户
1015756,1,9,高价值用户
1015759,1,0,一般用户
1015760,1,8,高价值用户
1015763,1,3,高价值用户
1015770,1,1,一般用户
1015772,1,5,高价值用户
1015779,1,1,一般用户
1015780,1,1,一般用户
1015784,1,1,一般用户
1015787,1,1,一般用户
1015788,1,0,一般用户
101579,1,0,一般用户
1015794,1,5,高价值用户
1015796,1,0,一般用户
10158,1,0,一般用户
1015809,1,3,高价值用户
1015810,1,0,一般用户
1015811,1,2,高价值用户
1015814,1,3,高价值用户
101583,1,6,高价值用户
1015831,1,3,高价值用户
1015840,1,1,一般用户
1015846,1,7,高价值用户
1015847,1,0,一般用户
1015852,1,3,高价值用户
1015856,1,2,高价值用户
1015859,1,0,一般用户
101586,1,0,一般用户
1015863,1,0,一般用户
1015870,1,2,高价值用户
1015875,1,2,高价值用户
1015886,1,7,高价值用户
1015887,1,4,高价值用户
1015888,1,3,高价值用户
101589,1,2,高价值用户
1015890,1,4,高价值用户
1015903,1,3,高价值用户
1015907,1,1,一般用户
1015910,1,2,高价值用户
1015920,1,0,一般用户
1015946,1,0,一般用户
1015948,1,0,一般用户
1015949,1,0,一般用户
1015962,1,2,高价值用户
1015966,1,3,高价值用户
1015974,1,1,一般用户
1015981,1,1,一般用户
1015982,2,3,高价值用户
1015986,1,1,一般用户
1015988,1,9,高价值用户
101599,1,1,一般用户
1015994,1,0,一般用户
1015995,1,0,一般用户
1015998,1,0,一般用户
1016,1,0,一般用户
1016005,1,0,一般用户
1016016,1,4,高价值用户
1016018,1,1,一般用户
1016020,1,3,高价值用户
1016021,1,0,一般用户
1016024,1,5,高价值用户
1016026,1,1,一般用户
1016028,1,0,一般用户
101603,1,0,一般用户
1016047,1,0,一般用户
1016054,1,4,高价值用户
101606,1,2,高价值用户
1016068,1,1,一般用户
1016076,1,0,一般用户
1016078,1,2,高价值用户
1016079,1,1,一般用户
101608,1,0,一般用户
1016083,1,2,高价值用户
101609,1,0,一般用户
1016093,1,2,高价值用户
1016112,1,0,一般用户
